interval, total, insert, update counters, update state, calc, save, queue time, active, finished, insert, update, queue size
442,0,0,0,0,0,0,0,130,0,0,130,0
443,1,0,0,1,0,0,0,130,0,0,130,0
444,0,0,0,0,0,0,0,130,2,2,130,0
445,0,0,0,0,0,0,0,132,2,2,132,0
446,1,0,0,1,0,0,0,132,2,0,132,0
447,1,0,0,1,0,0,0,132,2,0,132,0
448,0,0,0,0,0,0,0,132,2,0,132,0
449,1,1,0,0,0,0,0,132,2,0,132,0
450,1,0,0,1,0,0,0,132,2,0,132,0
451,1,0,0,1,0,0,0,132,2,0,132,0
452,1,0,0,1,0,0,0,132,4,2,132,0
453,1,0,1,0,0,0,0,134,4,2,134,0
454,1,0,0,1,0,0,0,134,4,0,134,0
455,0,0,0,0,0,0,1,133,5,0,132,0
456,1,0,1,0,0,0,0,133,5,0,132,0
457,1,0,0,1,0,0,0,132,6,0,130,0
458,1,0,1,0,0,0,0,131,7,0,130,0
459,1,0,1,0,0,0,0,131,7,0,130,0
460,1,0,0,1,0,0,0,129,11,2,130,0
461,1,1,0,0,0,0,0,131,11,2,130,0
462,1,0,0,1,0,0,0,130,12,0,130,0
463,3,0,2,1,0,0,0,128,14,0,128,0
464,1,0,1,0,0,0,0,128,14,0,128,0
465,1,0,0,1,0,0,0,126,16,0,126,0
466,1,1,0,0,0,0,0,126,17,1,126,0
467,1,0,1,0,0,0,0,125,18,0,126,0
468,1,0,0,1,0,0,0,124,21,2,124,0
469,1,0,0,1,0,0,0,126,21,2,124,0
470,1,0,0,1,0,0,0,124,23,0,124,0
471,0,0,0,0,0,0,1,124,23,0,124,0
472,1,0,0,1,0,0,0,122,25,0,124,0
473,0,0,0,0,0,0,0,122,25,0,122,0
474,1,0,0,1,0,0,0,122,25,0,122,0
475,1,0,1,0,0,0,0,120,27,0,120,0
476,1,0,1,0,0,0,0,120,29,2,120,0
477,1,0,0,1,0,0,0,121,30,3,120,0
478,1,0,1,0,0,0,1,120,31,0,120,0
479,3,0,0,3,0,0,0,120,31,0,118,0
480,73,0,0,0,69,3,1,118,0,0,118,0
481,1,0,0,1,0,0,0,118,0,0,118,0
482,1,0,1,0,0,0,0,117,1,0,118,0
