interval, total, insert, update counters, update state, calc, save, queue time, active, finished, insert, update, queue size
361,1,0,0,1,0,0,0,159,2,33,159,0
362,0,0,0,0,0,0,1,176,2,17,172,0
363,14,4,2,8,0,0,0,657,408,939,1057,0
364,12,4,5,3,0,0,0,836,585,361,1172,0
365,56,23,16,17,0,0,0,1547,1272,1400,2205,0
366,83,18,15,50,0,0,1,2855,2532,2573,3345,0
367,159,58,55,46,0,0,1,4103,3784,2506,4493,0
368,143,33,47,63,0,0,2,5159,4826,2100,5655,0
369,207,74,82,51,0,0,2,6381,6015,2418,6771,0
370,313,77,61,64,1,110,7,7622,7182,2457,8087,0
371,161,30,79,52,0,0,11,8080,7679,959,8509,0
372,182,69,64,49,0,0,4,8727,8269,1242,9189,0
373,142,40,65,37,0,0,4,9156,8709,873,9502,0
374,315,17,268,30,0,0,2,9205,8762,104,9393,0
375,136,10,83,43,0,0,3,9410,8971,414,9603,0
376,151,29,81,41,0,0,3,9838,9374,831,10174,0
377,148,22,93,33,0,0,5,9980,9473,241,10224,0
378,187,57,96,34,0,0,8,10070,9503,120,10134,0
379,216,52,115,49,0,0,3,10093,9543,74,10097,0
380,329,27,74,59,2,166,2,10178,9594,149,10216,0
381,173,35,97,41,0,0,2,10263,9669,160,10336,0
382,190,25,119,46,0,0,3,10366,9749,199,10455,0
383,207,21,111,75,0,0,3,10459,9828,172,10553,0
384,194,32,107,55,0,0,2,10750,10075,591,10960,0
385,200,73,100,27,0,0,3,10854,10199,235,10986,0
386,139,20,58,61,0,0,3,11709,11040,1708,12077,0
387,503,212,149,142,0,0,13,13328,12649,3232,13404,0
388,416,97,186,133,0,0,17,14814,14131,2974,14947,0
389,420,95,208,117,0,0,6,16335,15590,2986,16482,0
390,761,249,178,73,6,255,12,17649,16867,2656,17903,0
391,311,63,180,68,0,0,12,17996,17221,703,18228,0
392,431,101,213,117,0,0,5,18640,17850,1277,19012,0
393,375,100,193,82,0,0,10,18899,18118,529,19042,0
394,411,75,231,104,0,0,6,19333,18547,864,19643,0
395,459,100,237,122,0,0,22,19653,18852,626,19522,0
396,459,81,261,117,0,0,8,20086,19279,860,20395,0
397,289,46,203,40,0,0,6,20233,19412,280,20238,0
398,315,39,164,112,0,0,7,20220,19505,80,20157,0
399,371,65,209,97,0,0,7,20395,19671,341,20483,0
400,675,45,139,43,226,221,6,20448,19634,108,20573,0
401,204,54,110,40,0,0,5,20491,19679,88,20415,0
402,234,26,153,55,0,0,14,20516,19706,52,20163,0
403,247,65,132,50,0,0,6,20610,19800,188,20101,0
404,225,54,134,37,0,0,5,20648,19843,81,19735,0
405,176,28,112,36,0,0,7,20682,19849,89,19278,0
406,155,4,116,35,0,0,6,20681,19854,4,19023,0
407,160,41,81,38,0,0,6,20681,19856,6,18648,0
408,235,11,141,83,0,0,5,20680,19859,2,18322,0
409,226,4,144,78,0,0,5,20679,19860,0,18056,0
410,707,14,174,91,28,400,6,20678,19841,2,17983,0
411,222,60,98,64,0,0,55,20675,19856,85,17690,0
412,221,26,128,67,0,0,6,20686,19874,94,17298,0
413,232,49,108,75,0,0,4,20685,19875,2,17061,0
414,177,25,109,43,0,0,5,20684,19881,43,16809,0
415,216,4,137,75,0,0,4,20684,19881,0,16702,0
416,177,23,88,65,0,0,5,20685,19906,121,16457,0
417,227,27,129,71,0,0,6,20687,19920,108,16213,0
418,198,34,102,62,0,0,5,20686,19927,21,15911,0
419,213,6,150,57,0,0,5,20686,19927,0,15637,0
420,1013,52,205,74,202,480,4,20688,19851,61,15577,0
421,123,19,68,36,0,0,273,20661,19894,80,15264,0
422,293,68,146,79,0,0,4,20646,19919,110,14653,0
423,184,37,82,65,0,0,4,20170,20409,135,14435,0
424,279,30,168,81,0,0,3,19980,20602,13,14424,0
425,211,4,130,77,0,0,3,19269,21313,0,14424,0
426,200,35,100,65,0,0,4,17958,22644,93,13927,0
427,252,34,97,121,0,0,5,16711,23899,33,13734,0
428,262,38,72,152,0,0,5,15637,24981,84,13432,0
429,143,4,68,71,0,0,3,14415,26203,0,13367,0
430,1174,3,123,137,459,451,4,13170,12621,2,13173,0
431,146,19,83,44,0,0,623,12711,13100,92,13107,1
432,97,11,49,37,0,0,188,12064,13756,89,12737,0
433,150,12,78,60,0,0,4,11631,14195,27,12641,0
434,104,2,52,50,0,0,3,11581,14246,1,12450,0
435,80,2,49,29,0,0,3,11374,14455,2,12435,0
436,93,11,47,35,0,0,2,10947,14898,74,12076,0
437,119,10,62,47,0,0,2,10804,15051,66,12032,0
438,133,13,67,53,0,0,4,10725,15134,34,11882,0
439,115,2,64,49,0,0,4,10689,15172,2,11754,0
440,334,11,45,25,93,160,3,10615,10264,35,11646,0
441,74,15,40,19,0,0,3,10534,10355,20,11600,0
442,93,23,50,20,0,0,3,10434,10459,6,11286,0
443,76,15,40,21,0,0,3,10341,10557,14,10941,0
444,86,8,53,25,0,0,5,10055,10844,1,10735,0
445,72,16,38,18,0,0,3,9956,10953,14,10631,0
446,91,12,44,35,0,0,3,9108,11811,12,10474,0
447,109,19,37,53,0,0,2,7492,13433,10,10360,0
448,91,9,31,51,0,0,2,6005,14922,11,10059,0
449,91,2,35,54,0,0,2,4481,16448,2,9878,0
450,286,4,34,47,58,143,2,3171,3001,7,9454,0
451,39,2,25,12,0,0,2,2832,3352,15,9124,0
452,63,3,42,18,0,0,2,2189,3997,2,8714,0
453,34,2,22,10,0,0,2,1933,4262,26,8238,0
454,40,1,21,17,0,0,2,1502,4695,2,8020,0
455,47,1,34,12,0,0,3,1178,5021,2,7606,0
456,33,1,18,14,0,0,2,751,5459,16,7251,0
457,68,1,38,29,0,0,2,607,5609,10,6657,0
458,24,0,17,7,0,0,2,577,5651,47,6393,0
459,22,1,13,8,0,0,1,406,5828,6,6132,0
460,69,0,14,6,12,37,1,353,222,0,5737,0
461,14,1,12,1,0,0,1,316,267,8,5293,0
462,11,0,10,1,0,0,1,294,293,5,4966,0
463,13,1,9,3,0,0,1,210,390,20,4546,0
464,11,1,8,2,0,0,0,175,429,4,4110,0
465,10,0,8,2,0,0,1,172,434,2,3851,0
466,8,0,7,1,0,0,1,178,434,6,3424,0
467,7,0,7,0,0,0,1,180,436,4,3244,0
